engine,concurrency,pattern,repeat,phase,index,length,ttft_ms,e2e_ms,cached_tokens,matches_cold_output,text,output_tokens,decode_ms_per_token
vllm,4,shared,0,cold,1,1024,153.5123698413372,250.2940259873867,960,True,.  and.  and.  and.  and.  and.,16,6.452110409736633
vllm,4,shared,0,cold,2,1024,153.13424915075302,249.6798262000084,960,True,.  and.  and.  and.  and.  and.,16,6.436371803283691
vllm,4,shared,0,cold,3,1024,155.18147498369217,251.23662874102592,960,True,.  and.  and.  and.  and.  and.,16,6.403676917155583
vllm,4,shared,0,after_pressure,0,1024,48.03182929754257,144.87624913454056,1023,True,.  and.  and.  and.  and.  and.,16,6.456294655799866
vllm,4,shared,0,after_pressure,1,1024,29.492676258087158,125.59724971652031,1023,True,.  and.  and.  and.  and.  and.,16,6.406971563895543
vllm,4,shared,0,after_pressure,2,1024,48.36506396532059,145.02689242362976,1023,True,.  and.  and.  and.  and.  and.,16,6.444121897220612
vllm,4,shared,0,after_pressure,3,1024,49.391988664865494,145.18539234995842,1023,True,.  and.  and.  and.  and.  and.,16,6.386226912339528
vllm,4,shared,0,after_host_eviction,0,1024,70.92440500855446,166.3302257657051,1023,True,.  and.  and.  and.  and.  and.,16,6.36038805047671
vllm,4,shared,0,after_host_eviction,1,1024,71.67820259928703,167.27511584758759,1023,True,.  and.  and.  and.  and.  and.,16,6.3731275498867035
vllm,4,shared,0,after_host_eviction,2,1024,71.96572422981262,167.26602986454964,1023,True,.  and.  and.  and.  and.  and.,16,6.353353708982468
vllm,4,shared,0,after_host_eviction,3,1024,71.48019596934319,167.4170084297657,1023,True,.  and.  and.  and.  and.  and.,16,6.395787497361501
vllm,4,shared,1,cold,0,4096,522.2111940383911,640.1567161083221,4032,True,.  and.  and.  and.  and.  and.,16,7.863034804662068
vllm,4,shared,1,cold,1,4096,521.6824859380722,639.960590749979,4032,True,.  and.  and.  and.  and.  and.,16,7.885206987460454
vllm,4,shared,1,cold,2,4096,522.4399119615555,640.0632970035076,4032,True,.  and.  and.  and.  and.  and.,16,7.841559002796809
vllm,4,shared,1,cold,3,4096,503.0185244977474,632.6388455927372,0,True,.  and.  and.  and.  and.  and.,16,8.641354739665985
vllm,4,shared,1,after_pressure,0,4096,92.50074625015259,204.58849146962166,4095,True,.  and.  and.  and.  and.  and.,16,7.472516347964604
vllm,4,shared,1,after_pressure,1,4096,92.80536323785782,204.09950241446495,4095,True,.  and.  and.  and.  and.  and.,16,7.4196092784404755
vllm,4,shared,1,after_pressure,2,4096,42.07536578178406,153.45264971256256,4095,True,.  and.  and.  and.  and.  and.,16,7.4251522620519
vllm,4,shared,1,after_pressure,3,4096,93.41927617788315,205.00076934695244,4095,True,.  and.  and.  and.  and.  and.,16,7.438766211271286
vllm,4,shared,1,after_host_eviction,0,4096,182.19787254929543,298.7179420888424,4095,True,.  and.  and.  and.  and.  and.,16,7.768004635969798
vllm,4,shared,1,after_host_eviction,1,4096,200.31115040183067,315.41769951581955,4095,True,.  and.  and.  and.  and.  and.,16,7.6737699409325915
vllm,4,shared,1,after_host_eviction,2,4096,182.81708285212517,299.6281608939171,4095,True,.  and.  and.  and.  and.  and.,16,7.787405202786128
vllm,4,shared,1,after_host_eviction,3,4096,182.75735154747963,299.8200096189976,4095,True,.  and.  and.  and.  and.  and.,16,7.804177204767863
vllm,4,shared,2,cold,0,8192,1053.0021972954273,1194.7517916560173,8128,True,.  and.  and.  and.  and.  and.,16,9.449972957372665
vllm,4,shared,2,cold,1,8192,1054.1203506290913,1193.5773082077503,8128,True,.  and.  and.  and.  and.  and.,16,9.297130505243937
vllm,4,shared,2,cold,2,8192,1009.9752731621265,1186.2729042768478,0,True,.  and.  and.  and.  and.  and.,16,11.753175407648087
vllm,4,shared,2,cold,3,8192,1054.6940937638283,1195.0840093195438,8128,True,.  and.  and.  and.  and.  and.,16,9.35932770371437
vllm,4,shared,2,after_pressure,0,8192,65.33210724592209,208.41141045093536,8191,True,.  and.  and.  and.  and.  and.,16,9.538620213667551
vllm,4,shared,2,after_pressure,1,8192,93.82084012031555,233.34705084562302,8191,True,.  and.  and.  and.  and.  and.,16,9.301747381687164
vllm,4,shared,2,after_pressure,2,8192,93.4978500008583,233.3468236029148,8191,True,.  and.  and.  and.  and.  and.,16,9.323264906803766
vllm,4,shared,2,after_pressure,3,8192,94.86805647611618,233.6660772562027,8191,True,.  and.  and.  and.  and.  and.,16,9.253201385339102
vllm,4,shared,2,after_host_eviction,0,8192,268.7842473387718,409.6298925578594,8191,True,.  and.  and.  and.  and.  and.,16,9.389709681272507
vllm,4,shared,2,after_host_eviction,1,8192,298.3696758747101,435.25419384241104,8191,True,.  and.  and.  and.  and.  and.,16,9.125634531180063
vllm,4,shared,2,after_host_eviction,2,8192,296.99719324707985,435.03643944859505,8191,True,.  and.  and.  and.  and.  and.,16,9.202616413434347
vllm,4,shared,2,after_host_eviction,3,8192,297.75360971689224,435.5979971587658,8191,True,.  and.  and.  and.  and.  and.,16,9.189625829458237
vllm,4,mixed,0,cold,0,1024,1673.1759943068027,1789.944626390934,0,True,.  A.  A.  A.  A.  A.,16,7.784575472275416
vllm,4,mixed,0,cold,1,4096,1672.6109720766544,1789.7407338023186,0,True,.  and.  and.  and.  and.  and.,16,7.808650781710942
vllm,4,mixed,0,cold,2,8192,1020.4728916287422,1782.3402546346188,0,True,.  and.  and.  and.  and.  and.,16,50.791157533725105
vllm,4,mixed,0,cold,3,1024,1673.7584583461285,1790.2319505810738,0,True,.  and.  and.  and.  and.  and.,16,7.764899482329686
vllm,4,mixed,0,after_pressure,0,1024,106.84895142912865,213.25264126062393,1023,True,.  A.  A.  A.  A.  A.,16,7.093579322099686
vllm,4,mixed,0,after_pressure,1,4096,44.690992683172226,150.09014680981636,4095,True,.  and.  and.  and.  and.  and.,16,7.026610275109609
vllm,4,mixed,0,after_pressure,2,8192,105.52394017577171,212.98496052622795,8191,True,.  and.  and.  and.  and.  and.,16,7.1640680233637495
vllm,4,mixed,0,after_pressure,3,1024,106.17109760642052,213.28921243548393,1023,True,.  and.  and.  and.  and.  and.,16,7.141207655270894
vllm,4,mixed,0,after_host_eviction,0,1024,300.27911439538,402.6354253292084,1023,True,.  A.  A.  A.  A.  A.,16,6.823754062255223
vllm,4,mixed,0,after_host_eviction,1,4096,396.95874974131584,490.25338143110275,4095,True,.  and.  and.  and.  and.  and.,16,6.219642112652461
vllm,4,mixed,0,after_host_eviction,2,8192,290.2228273451328,391.4450816810131,8191,True,.  and.  and.  and.  and.  and.,16,6.748150289058685
vllm,4,mixed,0,after_host_eviction,3,1024,61.354149132966995,151.87544003129005,1023,True,.  and.  and.  and.  and.  and.,16,6.034752726554871
vllm,4,mixed,1,cold,0,4096,2167.569763958454,2260.374266654253,0,True,.  and.  and.  and.  and.  and.,16,6.186966846386592
vllm,4,mixed,1,cold,1,8192,1595.287974923849,1699.4508616626263,0,True,.  and.  and.  and.  and.  and.,16,6.944192449251811
vllm,4,mixed,1,cold,2,1024,1595.7022458314896,1700.1972422003746,0,True,. and. and. and. and. and. and. and. and,16,6.966333091259003
vllm,4,mixed,1,cold,3,4096,480.34122586250305,1686.9451850652695,0,True,.  and.  and.  and.  and.  and.,16,80.44026394685109
vllm,4,mixed,1,after_pressure,0,4096,197.16278091073036,291.8334789574146,4095,True,.  and.  and.  and.  and.  and.,16,6.311379869778951
vllm,4,mixed,1,after_pressure,1,8192,99.50302541255951,205.08015155792236,8191,True,.  and.  and.  and.  and.  and.,16,7.038475076357524
vllm,4,mixed,1,after_pressure,2,1024,99.44857284426689,205.72764426469803,1023,True,. and. and. and. and. and. and. and. and,16,7.085271428028743
vllm,4,mixed,1,after_pressure,3,4096,45.93219980597496,148.2742466032505,4095,True,.  and.  and.  and.  and.  and.,16,6.82280311981837
vllm,4,mixed,1,after_host_eviction,0,4096,170.0938157737255,264.01669532060623,4095,True,.  and.  and.  and.  and.  and.,16,6.2615253031253815
vllm,4,mixed,1,after_host_eviction,1,8192,471.0121192038059,568.3148987591267,8191,True,.  and.  and.  and.  and.  and.,16,6.486851970354716
vllm,4,mixed,1,after_host_eviction,2,1024,55.96912279725075,147.4829725921154,1023,True,. and. and. and. and. and. and. and. and,16,6.100923319657643
vllm,4,mixed,1,after_host_eviction,3,4096,279.58421036601067,372.77423962950706,4095,True,.  and.  and.  and.  and.  and.,16,6.212668617566426
vllm,4,mixed,2,cold,0,8192,2235.8930967748165,2770.3684270381927,0,True,.  and.  and.  and.  and.  and.,16,35.63168868422508
vllm,4,mixed,2,cold,1,1024,124.4552955031395,1205.846093595028,0,True,. and. and. and. and. and. and. and. and,16,72.09271987279256
vllm,4,mixed,2,cold,2,4096,2673.3810864388943,2774.807631969452,0,True,  and.  and.  and.  and.  and. ,16,6.761769702037175
vllm,4,mixed,2,cold,3,8192,1122.4760226905346,1220.9314405918121,0,True,.  and.  and.  and.  and.  and.,16,6.563694526751836
vllm,4,mixed,2,after_pressure,0,8192,222.921434789896,320.924561470747,8191,True,.  and.  and.  and.  and.  and.,16,6.533541778723399
vllm,4,mixed,2,after_pressure,1,1024,97.31461852788925,201.30936801433563,1023,True,. and. and. and. and. and. and. and. and,16,6.932983299096425
vllm,4,mixed,2,after_pressure,2,4096,96.77256643772125,201.09819248318672,4095,True,  and.  and.  and.  and.  and. ,16,6.955041736364365
vllm,4,mixed,2,after_pressure,3,8192,64.21460583806038,168.53055357933044,8191,True,.  and.  and.  and.  and.  and.,16,6.954396516084671
vllm,4,mixed,2,after_host_eviction,0,8192,546.9151847064495,643.8499018549919,8191,True,.  and.  and.  and.  and.  and.,16,6.462314476569493
vllm,4,mixed,2,after_host_eviction,1,1024,358.9196689426899,452.77251303195953,1023,True,. and. and. and. and. and. and. and. and,16,6.256856272617976
vllm,4,mixed,2,after_host_eviction,2,4096,353.5342440009117,446.5274587273598,4095,True,  and.  and.  and.  and.  and. ,16,6.199547648429871
vllm,4,mixed,2,after_host_eviction,3,8192,258.2310698926449,359.21015217900276,8191,True,.  and.  and.  and.  and.  and.,16,6.731938819090526
vllm,8,shared,0,cold,0,1024,149.71625059843063,284.2005155980587,0,True,.  and.  and.  and.  and.  and.,16,8.96561766664187
vllm,8,shared,0,cold,1,1024,189.55211341381073,288.62015902996063,960,True,.  and.  and.  and.  and.  and.,16,6.604536374409993
vllm,8,shared,0,cold,2,1024,187.61181086301804,289.77950662374496,960,True,.  and.  and.  and.  and.  and.,16,6.811179717381795
vllm,8,shared,0,cold,3,1024,189.92821872234344,292.5697900354862,960,True,.  and.  and.  and.  and.  and.,16,6.842771420876185
vllm,8,shared,0,cold,4,1024,189.01697918772697,292.0612804591656,960,True,.  and.  and.  and.  and.  and.,16,6.869620084762573
vllm,8,shared,0,cold,5,1024,190.44823944568634,292.2142334282398,960,True,.  and.  and.  and.  and.  and.,16,6.784399598836899
vllm,8,shared,0,cold,6,1024,190.6157247722149,292.3102527856827,960,True,.  and.  and.  and.  and.  and.,16,6.779635200897853
vllm,8,shared,0,cold,7,1024,190.63927978277206,294.2129261791706,960,True,.  and.  and.  and.  and.  and.,16,6.904909759759903
vllm,8,shared,0,after_pressure,0,1024,31.699683517217636,131.93059340119362,1023,True,.  and.  and.  and.  and.  and.,16,6.682060658931732
vllm,8,shared,0,after_pressure,1,1024,78.55724915862083,181.2211349606514,1023,False,.  A.  A.  A.  A.  A.,16,6.844259053468704
vllm,8,shared,0,after_pressure,2,1024,79.50550317764282,183.74531343579292,1023,False,.  A.  A.  A.  A.  A.,16,6.949320683876674
vllm,8,shared,0,after_pressure,3,1024,77.1615207195282,181.06375262141228,1023,False,.  A.  A.  A.  A.  A.,16,6.926815460125606
vllm,8,shared,0,after_pressure,4,1024,80.17311990261078,183.52197110652924,1023,False,.  A.  A.  A.  A.  A.,16,6.8899234135945635
vllm,8,shared,0,after_pressure,5,1024,76.12904161214828,180.41318655014038,1023,False,.  A.  A.  A.  A.  A.,16,6.952276329199473
vllm,8,shared,0,after_pressure,6,1024,81.38162270188332,184.21979621052742,1023,False,.  A.  A.  A.  A.  A.,16,6.855878233909607
vllm,8,shared,0,after_pressure,7,1024,81.15150779485703,185.59593334794044,1023,False,.  A.  A.  A.  A.  A.,16,6.962961703538895
vllm,8,shared,0,after_host_eviction,0,1024,108.88582840561867,211.8673175573349,1023,False,.  A.  A.  A.  A.  A.,16,6.865432610114415
vllm,8,shared,0,after_host_eviction,1,1024,107.88438841700554,210.76564490795135,1023,False,.  A.  A.  A.  A.  A.,16,6.858750432729721
vllm,8,shared,0,after_host_eviction,2,1024,104.95784506201744,209.2919461429119,1023,False,.  A.  A.  A.  A.  A.,16,6.955606738726298
vllm,8,shared,0,after_host_eviction,3,1024,58.67400020360947,160.0361242890358,1023,True,.  and.  and.  and.  and.  and.,16,6.757474939028422
vllm,8,shared,0,after_host_eviction,4,1024,106.58329352736473,206.92992210388184,1023,False,.  A.  A.  A.  A.  A.,16,6.689775238434474
vllm,8,shared,0,after_host_eviction,5,1024,59.795718640089035,161.7969647049904,1023,True,.  and.  and.  and.  and.  and.,16,6.8000830709934235
vllm,8,shared,0,after_host_eviction,6,1024,105.1265187561512,207.50634372234344,1023,False,.  A.  A.  A.  A.  A.,16,6.825321664412816
vllm,8,shared,0,after_host_eviction,7,1024,108.21869596838951,212.07083016633987,1023,False,.  A.  A.  A.  A.  A.,16,6.923475613196691
vllm,8,shared,1,cold,0,4096,559.025164693594,692.016951739788,4032,True,.  and.  and.  and.  and.  and.,16,8.866119136412939
vllm,8,shared,1,cold,1,4096,556.5724559128284,690.3359927237034,4032,True,.  and.  and.  and.  and.  and.,16,8.917569120724997
vllm,8,shared,1,cold,2,4096,559.3001134693623,688.6989288032055,4032,True,.  and.  and.  and.  and.  and.,16,8.626587688922882
vllm,8,shared,1,cold,3,4096,555.9151023626328,687.6860857009888,4032,True,.  and.  and.  and.  and.  and.,16,8.784732222557068
vllm,8,shared,1,cold,4,4096,555.2700869739056,689.2777346074581,4032,True,.  and.  and.  and.  and.  and.,16,8.93384317557017
vllm,8,shared,1,cold,5,4096,562.8795102238655,691.2674568593502,4032,True,.  and.  and.  and.  and.  and.,16,8.559196442365646
vllm,8,shared,1,cold,6,4096,553.8859702646732,687.9370287060738,4032,True,.  and.  and.  and.  and.  and.,16,8.936737229426702
vllm,8,shared,1,cold,7,4096,488.92538994550705,679.2052276432514,0,True,.  and.  and.  and.  and.  and.,16,12.685322513182959
vllm,8,shared,1,after_pressure,0,4096,55.943481624126434,178.76334488391876,4095,True,.  and.  and.  and.  and.  and.,16,8.187990883986155
vllm,8,shared,1,after_pressure,1,4096,114.32882025837898,242.75710433721542,4095,True,.  and.  and.  and.  and.  and.,16,8.561885605255762
vllm,8,shared,1,after_pressure,2,4096,109.02396216988564,239.38940837979317,4095,True,.  and.  and.  and.  and.  and.,16,8.69102974732717
vllm,8,shared,1,after_pressure,3,4096,107.62467235326767,240.18222466111183,4095,True,.  and.  and.  and.  and.  and.,16,8.837170153856277
vllm,8,shared,1,after_pressure,4,4096,111.04584857821465,242.65741184353828,4095,True,.  and.  and.  and.  and.  and.,16,8.774104217688242
vllm,8,shared,1,after_pressure,5,4096,109.66671630740166,242.04984679818153,4095,True,.  and.  and.  and.  and.  and.,16,8.825542032718658
vllm,8,shared,1,after_pressure,6,4096,110.91794073581696,242.10365861654282,4095,True,.  and.  and.  and.  and.  and.,16,8.745714525381723
vllm,8,shared,1,after_pressure,7,4096,111.3334409892559,243.22917312383652,4095,True,.  and.  and.  and.  and.  and.,16,8.79304880897204
vllm,8,shared,1,after_host_eviction,0,4096,222.0887877047062,355.44417425990105,4095,True,.  and.  and.  and.  and.  and.,16,8.890359103679657
vllm,8,shared,1,after_host_eviction,1,4096,220.20848840475082,355.0387844443321,4095,True,.  and.  and.  and.  and.  and.,16,8.988686402638754
vllm,8,shared,1,after_host_eviction,2,4096,194.890096783638,327.5013826787472,4095,True,.  and.  and.  and.  and.  and.,16,8.840752393007278
vllm,8,shared,1,after_host_eviction,3,4096,195.66645473241806,327.3158259689808,4095,True,.  and.  and.  and.  and.  and.,16,8.776624749104181
vllm,8,shared,1,after_host_eviction,4,4096,217.16902777552605,350.4026159644127,4095,True,.  and.  and.  and.  and.  and.,16,8.882239212592443
vllm,8,shared,1,after_host_eviction,5,4096,215.84082767367363,349.8277775943279,4095,True,.  and.  and.  and.  and.  and.,16,8.93246332804362
vllm,8,shared,1,after_host_eviction,6,4096,190.85077941417694,324.0046724677086,4095,True,.  and.  and.  and.  and.  and.,16,8.876926203568777
vllm,8,shared,1,after_host_eviction,7,4096,221.076387912035,355.35984858870506,4095,True,.  and.  and.  and.  and.  and.,16,8.952230711778006
vllm,8,shared,2,cold,0,8192,1111.518483608961,1279.7693833708763,8128,True,.  and.  and.  and.  and.  and.,16,11.216726650794348
vllm,8,shared,2,cold,1,8192,1112.1994964778423,1280.916765332222,8128,True,.  and.  and.  and.  and.  and.,16,11.24781792362531
vllm,8,shared,2,cold,2,8192,1114.0594109892845,1277.5193452835083,8128,True,.  and.  and.  and.  and.  and.,16,10.897328952948252
vllm,8,shared,2,cold,3,8192,1108.0101877450943,1275.3087654709816,8128,True,.  and.  and.  and.  and.  and.,16,11.153238515059153
vllm,8,shared,2,cold,4,8192,1105.8908216655254,1270.6897668540478,8128,True,.  and.  and.  and.  and.  and.,16,10.98659634590149
vllm,8,shared,2,cold,5,8192,1104.4383123517036,1272.0021679997444,8128,True,.  and.  and.  and.  and.  and.,16,11.170923709869385
vllm,8,shared,2,cold,6,8192,1020.1031640172005,1262.8315314650536,0,True,.  and.  and.  and.  and.  and.,16,16.181891163190205
vllm,8,shared,2,cold,7,8192,1117.4851953983307,1279.9886129796505,8128,True,.  and.  and.  and.  and.  and.,16,10.833561172087988
vllm,8,shared,2,after_pressure,0,8192,130.1434263586998,297.48610034585,8191,True,.  and.  and.  and.  and.  and.,16,11.156178265810013
vllm,8,shared,2,after_pressure,1,8192,125.02272054553032,291.6128523647785,8191,True,.  and.  and.  and.  and.  and.,16,11.10600878794988
vllm,8,shared,2,after_pressure,2,8192,125.69279968738556,295.15091702342033,8191,True,.  and.  and.  and.  and.  and.,16,11.297207822402319
vllm,8,shared,2,after_pressure,3,8192,122.74189665913582,292.8628996014595,8191,True,.  and.  and.  and.  and.  and.,16,11.341400196154913
vllm,8,shared,2,after_pressure,4,8192,124.53459575772285,291.1258600652218,8191,True,.  and.  and.  and.  and.  and.,16,11.106084287166595
vllm,8,shared,2,after_pressure,5,8192,83.91058444976807,256.27610832452774,8191,True,.  and.  and.  and.  and.  and.,16,11.491034924983978
vllm,8,shared,2,after_pressure,6,8192,122.51588329672813,293.8287705183029,8191,True,.  and.  and.  and.  and.  and.,16,11.420859148104986
vllm,8,shared,2,after_pressure,7,8192,129.50068339705467,297.9169636964798,8191,True,.  and.  and.  and.  and.  and.,16,11.227752019961676
vllm,8,shared,2,after_host_eviction,0,8192,326.91899314522743,498.8180883228779,8191,True,.  and.  and.  and.  and.  and.,16,11.45993967851003
vllm,8,shared,2,after_host_eviction,1,8192,324.9262422323227,496.56542018055916,8191,True,.  and.  and.  and.  and.  and.,16,11.442611863215765
vllm,8,shared,2,after_host_eviction,2,8192,325.0471353530884,494.5264644920826,8191,True,.  and.  and.  and.  and.  and.,16,11.298621942599615
vllm,8,shared,2,after_host_eviction,3,8192,322.713416069746,492.8652308881283,8191,True,.  and.  and.  and.  and.  and.,16,11.343454321225485
vllm,8,shared,2,after_host_eviction,4,8192,285.4021340608597,457.8160420060158,8191,True,.  and.  and.  and.  and.  and.,16,11.494260529677073
vllm,8,shared,2,after_host_eviction,5,8192,324.6318884193897,495.68017944693565,8191,True,.  and.  and.  and.  and.  and.,16,11.403219401836395
vllm,8,shared,2,after_host_eviction,6,8192,322.03124836087227,490.5426874756813,8191,True,.  and.  and.  and.  and.  and.,16,11.234095940987268
vllm,8,shared,2,after_host_eviction,7,8192,331.3031755387783,499.3952661752701,8191,True,.  and.  and.  and.  and.  and.,16,11.206139375766119
vllm,8,mixed,0,cold,0,1024,1050.0393435359001,1149.3160873651505,0,True,. and. and. and. and. and. and. and. and,16,6.618449588616689
vllm,8,mixed,0,cold,1,4096,505.46928867697716,1143.9159289002419,0,True,.  and.  and.  and.  and.  and.,16,42.563109348217644
vllm,8,mixed,0,cold,2,8192,3458.1630416214466,4009.877812117338,0,True,.  and.  and.  and.  and.  and.,16,36.780984699726105
vllm,8,mixed,0,cold,3,1024,2364.812918007374,2467.0939929783344,0,True,. and. and. and. and. and. and. and. and,16,6.818738331397374
vllm,8,mixed,0,cold,4,4096,3912.7575866878033,4014.2548345029354,0,True,.  and.  and.  and.  and.  and.,16,6.766483187675476
vllm,8,mixed,0,cold,5,8192,2142.58973300457,2462.08243817091,0,True, and.  and.  and.  and.  and.  and,16,21.299513677755993
vllm,8,mixed,0,cold,6,1024,2364.836435765028,2467.885471880436,0,True,.  and and and and and and and and and and and and and and,16,6.869935741027196
vllm,8,mixed,0,cold,7,4096,1050.59502273798,1150.500237941742,0,True,.  and.  and.  and.  and.  and.,16,6.660347680250804
vllm,8,mixed,0,after_pressure,0,1024,245.49398571252823,348.13641011714935,1023,True,. and. and. and. and. and. and. and. and,16,6.842828293641408
vllm,8,mixed,0,after_pressure,1,4096,123.75037744641304,228.29747945070267,4095,True,.  and.  and.  and.  and.  and.,16,6.969806800285975
vllm,8,mixed,0,after_pressure,2,8192,313.74678760766983,413.35440799593925,8191,True,.  and.  and.  and.  and.  and.,16,6.640508025884628
vllm,8,mixed,0,after_pressure,3,1024,45.127931982278824,145.04104852676392,1023,True,. and. and. and. and. and. and. and. and,16,6.660874436299006
vllm,8,mixed,0,after_pressure,4,4096,242.29134991765022,344.5810042321682,4095,True,.  and.  and.  and.  and.  and.,16,6.819310287634532
vllm,8,mixed,0,after_pressure,5,8192,463.9033265411854,561.4370554685593,8191,True, and.  and.  and.  and.  and.  and,16,6.502248595158259
vllm,8,mixed,0,after_pressure,6,1024,33.176012337207794,132.7909305691719,1023,True,.  and and and and and and and and and and and and and and,16,6.640994548797607
vllm,8,mixed,0,after_pressure,7,4096,128.78551334142685,232.9835630953312,4095,True,.  and.  and.  and.  and.  and.,16,6.946536650260289
vllm,8,mixed,0,after_host_eviction,0,1024,373.65489080548286,472.4232144653797,1023,True,. and. and. and. and. and. and. and. and,16,6.58455491065979
vllm,8,mixed,0,after_host_eviction,1,4096,371.00960314273834,464.9663604795933,4095,True,.  and.  and.  and.  and.  and.,16,6.263783822456996
vllm,8,mixed,0,after_host_eviction,2,8192,581.2639407813549,678.5789541900158,8191,True,.  and.  and.  and.  and.  and.,16,6.487667560577393
vllm,8,mixed,0,after_host_eviction,3,1024,174.80669915676117,271.52955904603004,1023,True,. and. and. and. and. and. and. and. and,16,6.448190659284592
vllm,8,mixed,0,after_host_eviction,4,4096,268.35381984710693,372.7168142795563,4095,True,.  and.  and.  and.  and.  and.,16,6.957532962163289
vllm,8,mixed,0,after_host_eviction,5,8192,800.003532320261,897.2877226769924,8191,True, and.  and.  and.  and.  and.  and,16,6.485612690448761
vllm,8,mixed,0,after_host_eviction,6,1024,403.3753089606762,501.25304609537125,1023,True,.  and and and and and and and and and and and and and and,16,6.525182475646337
vllm,8,mixed,0,after_host_eviction,7,4096,147.95011281967163,243.31491440534592,4095,True,.  and.  and.  and.  and.  and.,16,6.357653439044952
vllm,8,mixed,1,cold,0,4096,3124.387465417385,3229.7578416764736,0,True,.  and.  and.  and.  and.  and.,16,7.024691750605901
vllm,8,mixed,1,cold,1,8192,4226.848274469376,4886.703386902809,0,True,  and.  and.  and.  and.  and. ,16,43.99034082889557
vllm,8,mixed,1,cold,2,1024,4786.811847239733,4891.731031239033,0,True,. and. and. and. and. and. and. and. and,16,6.99461226662
vllm,8,mixed,1,cold,3,4096,1469.085093587637,1571.447428315878,0,True,.  and.  and.  and.  and.  and.,16,6.8241556485493975
vllm,8,mixed,1,cold,4,8192,2560.8859062194824,3220.9155820310116,0,True,.  and.  and.  and.  and.  and.,16,44.00197838743528
vllm,8,mixed,1,cold,5,1024,3124.63341280818,3230.354703962803,0,True,.  and.  and.  and.  and.  and.,16,7.048086076974869
vllm,8,mixed,1,cold,6,4096,4780.890837311745,4886.5926042199135,0,True,  and.  and.  and.  and.  and. ,16,7.046784460544586
vllm,8,mixed,1,cold,7,8192,1014.7433280944824,1566.713273525238,0,True,.  and.  and.  and.  and.  and.,16,36.79799636205038
vllm,8,mixed,1,after_pressure,0,4096,314.79349732398987,417.87056997418404,4095,True,.  and.  and.  and.  and.  and.,16,6.871804843346278
vllm,8,mixed,1,after_pressure,1,8192,316.222682595253,418.1666001677513,8191,True,  and.  and.  and.  and.  and. ,16,6.796261171499888
vllm,8,mixed,1,after_pressure,2,1024,227.39627957344055,328.83600145578384,1023,True,. and. and. and. and. and. and. and. and,16,6.7626481254895525
vllm,8,mixed,1,after_pressure,3,4096,50.69504678249359,150.40186047554016,4095,True,.  and.  and.  and.  and.  and.,16,6.647120912869771
